Time,True,Prediction,L_10,U_90,IntervalScore,var_ale,var_epi,var_total
2016-06-18 00:00:00,0.00345666663333333,0.0260578405026988,0,0.10744051481693,0.10744051481693,0.000844419958167337,0.00318793650157667,0.004032356459744
2016-06-18 01:00:00,0.00346805555,0.0248852515028953,0,0.106326081011988,0.106326081011988,0.000848030488542186,0.00319009098848917,0.00403812147703136
2016-06-18 02:00:00,0.00347472221666667,0.024768217519099,0,0.106167994524075,0.106167994524075,0.000851953842767466,0.0031820976065439,0.00403405144931137
2016-06-18 03:00:00,0.00346361111666667,0.0253762523884938,0,0.106649274293233,0.106649274293233,0.000840322938140178,0.00318117470599062,0.00402149764413079
2016-06-18 04:00:00,0.00345250001666667,0.0252502944332785,0,0.106605617122853,0.106605617122853,0.000833873391438938,0.00319577308199528,0.00402964647343421
2016-06-18 05:00:00,0.00195500003333333,0.0244356234876992,0,0.105962317548061,0.105962317548061,0.000840246479701902,0.00320639441623399,0.00404664089593589
2016-06-18 06:00:00,0.00432611106666667,0.0231420372542893,0,0.104163639468818,0.104163639468818,0.00086681937507204,0.00312983559028111,0.00399665496535315
2016-06-18 07:00:00,0.0413241666666667,0.027613798433855,0,0.106709623970479,0.106709623970479,0.000718501560541912,0.0030904208760903,0.00380892243663221
2016-06-18 08:00:00,0.0317397222666667,0.0695743687412321,0,0.144953841929968,0.144953841929968,0.000637147595809822,0.00282225572824015,0.00345940332404997
2016-06-18 09:00:00,0.199964444466667,0.0519604969485621,0,0.123959964086467,0.884004767888466,0.00141517654408058,0.00174094388998681,0.00315612043406739
2016-06-18 10:00:00,0.347607777766667,0.188242775901384,0.115447422879661,0.261038128923107,1.01128719447905,0.00142259068756594,0.00180369124083786,0.0032262819284038
2016-06-18 11:00:00,0.384914166716667,0.392153088389253,0.310958547315456,0.47334762946305,0.162389082147594,0.00153748653244861,0.00247624818898976,0.00401373472143838
2016-06-18 12:00:00,0.401309722216667,0.459497488524303,0.378156253179846,0.54083872386876,0.162682470688914,0.00153609120820105,0.00249215985301286,0.00402825106121391
2016-06-18 13:00:00,0.39021333335,0.33488864819805,0.276354870242264,0.393422426153837,0.117067555911573,0.000317689996350536,0.00176828027188355,0.00208597026823409
2016-06-18 14:00:00,0.363072222183333,0.333898999587717,0.275755527809994,0.39204247136544,0.116286943555446,0.000384730357339763,0.00167351394965487,0.00205824430699463
2016-06-18 15:00:00,0.315418055583333,0.332944142632824,0.274990086698443,0.390898198567204,0.11590811186876,0.000362072720882162,0.0016827830135699,0.00204485573445207
2016-06-18 16:00:00,0.237395000033333,0.283999382513331,0.225924966448692,0.342073798577971,0.11614883212928,0.000404183286056501,0.00164917486194022,0.00205335814799672
2016-06-18 17:00:00,0.14039749995,0.186890838050742,0.131998972287126,0.241782703814359,0.109783731527233,0.00039163506405812,0.00144283651502861,0.00183447157908673
2016-06-18 18:00:00,0.0623211111,0.0745884006436769,0.0195283936377435,0.12964840764961,0.110120014011867,0.000304612297632602,0.00154111496528411,0.00184572726291671
2016-06-18 19:00:00,0.0114197221833333,0.0234077383179164,0,0.0782939512542407,0.0782939512542407,0.00030821741243784,0.00152587635412932,0.00183409376656716
2016-06-18 20:00:00,0.00292194446666667,0.00388318064028373,0,0.058821322019838,0.058821322019838,0.000317133089874829,0.00152043283057255,0.00183756592044738
2016-06-18 21:00:00,0.00352277778333333,0.0201787651449644,0,0.0749965607477984,0.0749965607477984,0.000316768329619403,0.00151275577952446,0.00182952410914387
2016-06-18 22:00:00,0.00343027776666667,0.0231003669829559,0,0.077989930405428,0.077989930405428,0.00031290143329586,0.00152141626175867,0.00183431769505453
2016-06-18 23:00:00,0.00350472225,0.0146315345777454,0,0.0696741080567906,0.0696741080567906,0.000308248031862003,0.0015363105991033,0.00184455863096531
